Model,threshold,fpr,tpr
Metabolic + symptom,0.05737505932955519,0.6880733944954128,0.9622641509433962
Metabolic + symptom,0.05028197508779721,0.6972477064220184,0.9622641509433962
Metabolic + symptom,0.048590617398863216,0.7064220183486238,0.9622641509433962
Metabolic + symptom,0.04833906797684263,0.7155963302752294,0.9622641509433962
Metabolic + symptom,0.04810188002086858,0.7247706422018348,0.9622641509433962
Metabolic + symptom,0.046704725266188477,0.7247706422018348,0.9811320754716981
Metabolic + symptom,0.04470308674050541,0.7339449541284404,0.9811320754716981
Metabolic + symptom,0.04464648981669391,0.7431192660550459,0.9811320754716981
Metabolic + symptom,0.04379134892594058,0.7522935779816514,0.9811320754716981
Metabolic + symptom,0.04280687050052659,0.7614678899082569,0.9811320754716981
Metabolic + symptom,0.04195803660961701,0.7706422018348624,0.9811320754716981
Metabolic + symptom,0.04181351209046672,0.7798165137614679,0.9811320754716981
Metabolic + symptom,0.03781734645961584,0.7889908256880734,0.9811320754716981
Metabolic + symptom,0.03742967633266292,0.7981651376146789,0.9811320754716981
Metabolic + symptom,0.036747698074755135,0.8073394495412844,0.9811320754716981
Metabolic + symptom,0.035983579233721974,0.8165137614678899,0.9811320754716981
Metabolic + symptom,0.03534018920069019,0.8165137614678899,1.0
Metabolic + symptom,0.03392268763681798,0.8256880733944955,1.0
Metabolic + symptom,0.03387110842346198,0.8348623853211009,1.0
Metabolic + symptom,0.03268801769897518,0.8440366972477065,1.0
Metabolic + symptom,0.031881636987576276,0.8532110091743119,1.0
Metabolic + symptom,0.031553741296450895,0.8623853211009175,1.0
Metabolic + symptom,0.03142934021304471,0.8715596330275229,1.0
Metabolic + symptom,0.03136603523101878,0.8807339449541285,1.0
Metabolic + symptom,0.030618871099356706,0.8899082568807339,1.0
Metabolic + symptom,0.03041474493159918,0.8990825688073395,1.0
Metabolic + symptom,0.029837219349483125,0.908256880733945,1.0
Metabolic + symptom,0.029766346567079265,0.9174311926605505,1.0
Metabolic + symptom,0.029278331408306442,0.926605504587156,1.0
Metabolic + symptom,0.028964722580444812,0.9357798165137615,1.0
Metabolic + symptom,0.028596728809080034,0.944954128440367,1.0
Metabolic + symptom,0.02711754494894268,0.9541284403669725,1.0
Metabolic + symptom,0.025521372047580565,0.963302752293578,1.0
Metabolic + symptom,0.024358544039298696,0.9724770642201835,1.0
Metabolic + symptom,0.023965325216808855,0.981651376146789,1.0
Metabolic + symptom,0.023926117772028497,0.9908256880733946,1.0
Metabolic + symptom,0.021072067810478448,1.0,1.0
Metabolic + symptom,-inf,1.0,1.0
